game_nr,object,fixed indices,context condition,message
114,[3. 1. 2.],[0. 1. 1.],1,"[11, 11, 4, 0]"
1676,[1. 1. 2.],[0. 1. 1.],0,"[11, 11, 4, 0]"
1755,[1. 1. 2.],[0. 1. 1.],0,"[11, 11, 4, 0]"
1081,[2. 1. 2.],[0. 1. 1.],1,"[11, 11, 4, 0]"
114,[3. 1. 2.],[0. 1. 1.],1,"[11, 11, 4, 0]"
1497,[1. 1. 2.],[0. 1. 1.],0,"[11, 11, 4, 0]"
1493,[0. 1. 2.],[0. 1. 1.],1,"[11, 11, 4, 0]"
709,[2. 1. 2.],[0. 1. 1.],0,"[11, 11, 4, 0]"
1093,[2. 1. 2.],[0. 1. 1.],1,"[11, 11, 4, 0]"
114,[0. 1. 2.],[0. 1. 1.],1,"[11, 11, 4, 0]"
1497,[2. 1. 2.],[0. 1. 1.],0,"[11, 11, 4, 0]"
114,[2. 1. 2.],[0. 1. 1.],1,"[11, 11, 4, 0]"
187,[3. 1. 2.],[0. 1. 1.],1,"[11, 11, 4, 0]"
1138,[0. 1. 2.],[0. 1. 1.],0,"[11, 11, 4, 0]"
1493,[1. 1. 2.],[0. 1. 1.],1,"[11, 11, 4, 0]"
1632,[2. 1. 2.],[0. 1. 1.],1,"[11, 11, 4, 0]"
709,[2. 1. 2.],[0. 1. 1.],0,"[11, 11, 4, 0]"
1783,[0. 1. 2.],[0. 1. 1.],1,"[11, 11, 4, 0]"
1132,[2. 1. 2.],[0. 1. 1.],0,"[11, 11, 4, 0]"
161,[3. 1. 2.],[0. 1. 1.],0,"[11, 11, 4, 0]"
