game_nr,object,fixed indices,context condition,message
26,[3. 0. 3. 2.],[1. 1. 1. 1.],2,"[3, 3, 10, 5, 0]"
26,[3. 0. 3. 2.],[1. 1. 1. 1.],2,"[3, 3, 10, 5, 0]"
26,[3. 0. 3. 2.],[1. 1. 1. 1.],2,"[3, 3, 10, 5, 0]"
26,[3. 0. 3. 2.],[1. 1. 1. 1.],2,"[3, 3, 10, 5, 0]"
26,[3. 0. 3. 2.],[1. 1. 1. 1.],2,"[3, 3, 10, 5, 0]"
26,[3. 0. 3. 2.],[1. 1. 1. 1.],2,"[3, 3, 10, 5, 0]"
26,[3. 0. 3. 2.],[1. 1. 1. 1.],2,"[3, 3, 10, 5, 0]"
26,[3. 0. 3. 2.],[1. 1. 1. 1.],2,"[3, 3, 10, 5, 0]"
26,[3. 0. 3. 2.],[1. 1. 1. 1.],2,"[3, 3, 10, 5, 0]"
26,[3. 0. 3. 2.],[1. 1. 1. 1.],2,"[3, 3, 10, 5, 0]"
675,[3. 0. 3. 2.],[1. 1. 1. 1.],1,"[3, 10, 14, 5, 0]"
675,[3. 0. 3. 2.],[1. 1. 1. 1.],1,"[3, 10, 14, 5, 0]"
675,[3. 0. 3. 2.],[1. 1. 1. 1.],1,"[3, 10, 14, 5, 0]"
675,[3. 0. 3. 2.],[1. 1. 1. 1.],1,"[3, 10, 14, 5, 0]"
675,[3. 0. 3. 2.],[1. 1. 1. 1.],1,"[3, 10, 14, 5, 0]"
675,[3. 0. 3. 2.],[1. 1. 1. 1.],1,"[3, 10, 14, 5, 0]"
675,[3. 0. 3. 2.],[1. 1. 1. 1.],1,"[3, 10, 14, 5, 0]"
675,[3. 0. 3. 2.],[1. 1. 1. 1.],1,"[3, 10, 14, 5, 0]"
675,[3. 0. 3. 2.],[1. 1. 1. 1.],1,"[3, 10, 14, 5, 0]"
675,[3. 0. 3. 2.],[1. 1. 1. 1.],1,"[3, 10, 14, 5, 0]"
1124,[3. 0. 3. 2.],[1. 1. 1. 1.],0,"[3, 10, 14, 5, 0]"
1124,[3. 0. 3. 2.],[1. 1. 1. 1.],0,"[3, 10, 14, 5, 0]"
1124,[3. 0. 3. 2.],[1. 1. 1. 1.],0,"[3, 10, 14, 5, 0]"
1124,[3. 0. 3. 2.],[1. 1. 1. 1.],0,"[3, 10, 14, 5, 0]"
1124,[3. 0. 3. 2.],[1. 1. 1. 1.],0,"[3, 10, 14, 5, 0]"
1124,[3. 0. 3. 2.],[1. 1. 1. 1.],0,"[3, 10, 14, 5, 0]"
1124,[3. 0. 3. 2.],[1. 1. 1. 1.],0,"[3, 10, 14, 5, 0]"
1124,[3. 0. 3. 2.],[1. 1. 1. 1.],0,"[3, 10, 14, 5, 0]"
1124,[3. 0. 3. 2.],[1. 1. 1. 1.],0,"[3, 10, 14, 5, 0]"
1124,[3. 0. 3. 2.],[1. 1. 1. 1.],0,"[3, 10, 14, 5, 0]"
1425,[3. 0. 3. 2.],[1. 1. 1. 1.],2,"[3, 10, 3, 5, 0]"
1425,[3. 0. 3. 2.],[1. 1. 1. 1.],2,"[3, 10, 3, 5, 0]"
1425,[3. 0. 3. 2.],[1. 1. 1. 1.],2,"[3, 10, 3, 5, 0]"
1425,[3. 0. 3. 2.],[1. 1. 1. 1.],2,"[3, 10, 3, 5, 0]"
1425,[3. 0. 3. 2.],[1. 1. 1. 1.],2,"[3, 10, 3, 5, 0]"
1425,[3. 0. 3. 2.],[1. 1. 1. 1.],2,"[3, 10, 3, 5, 0]"
1425,[3. 0. 3. 2.],[1. 1. 1. 1.],2,"[3, 10, 3, 5, 0]"
1425,[3. 0. 3. 2.],[1. 1. 1. 1.],2,"[3, 10, 3, 5, 0]"
1425,[3. 0. 3. 2.],[1. 1. 1. 1.],2,"[3, 10, 3, 5, 0]"
1425,[3. 0. 3. 2.],[1. 1. 1. 1.],2,"[3, 10, 3, 5, 0]"
1493,[3. 0. 3. 2.],[1. 1. 1. 1.],2,"[3, 10, 5, 3, 0]"
1493,[3. 0. 3. 2.],[1. 1. 1. 1.],2,"[3, 10, 5, 3, 0]"
