game_nr,object,fixed indices,context condition,message
697,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[6, 3, 5, 5, 0]"
697,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[6, 3, 5, 5, 0]"
697,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[6, 3, 5, 5, 0]"
697,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[6, 3, 5, 5, 0]"
697,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[6, 3, 5, 5, 0]"
697,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[6, 3, 5, 5, 0]"
697,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[6, 3, 5, 5, 0]"
697,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[6, 3, 5, 5, 0]"
697,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[6, 3, 5, 5, 0]"
697,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[6, 3, 5, 5, 0]"
1262,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[6, 3, 5, 11, 0]"
1262,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[6, 3, 5, 11, 0]"
1262,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[6, 3, 5, 11, 0]"
1262,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[6, 3, 5, 11, 0]"
1262,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[6, 3, 5, 11, 0]"
1262,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[6, 3, 5, 11, 0]"
1262,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[6, 3, 5, 11, 0]"
1262,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[6, 3, 5, 11, 0]"
1262,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[6, 3, 5, 11, 0]"
1262,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[6, 3, 5, 11, 0]"
1592,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 3, 0]"
1592,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 3, 0]"
1592,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 3, 0]"
1592,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 3, 0]"
1592,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 3, 0]"
1592,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 3, 0]"
1592,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 3, 0]"
1592,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 3, 0]"
1592,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 3, 0]"
1592,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 3, 0]"
1985,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 11, 0]"
1985,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 11, 0]"
1985,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 11, 0]"
1985,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 11, 0]"
1985,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 11, 0]"
1985,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 11, 0]"
1985,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 11, 0]"
1985,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 11, 0]"
1985,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 11, 0]"
1985,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 11, 0]"
2154,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 3, 0]"
2154,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 3, 0]"
2154,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 3, 0]"
2154,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 3, 0]"
2154,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 3, 0]"
2154,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 3, 0]"
2154,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 3, 0]"
2154,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 3, 0]"
2154,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 3, 0]"
2154,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 3, 0]"
2192,[0. 1. 3. 2.],[1. 1. 1. 1.],0,"[6, 3, 5, 11, 0]"
2192,[0. 1. 3. 2.],[1. 1. 1. 1.],0,"[6, 3, 5, 11, 0]"
2192,[0. 1. 3. 2.],[1. 1. 1. 1.],0,"[6, 3, 5, 11, 0]"
2192,[0. 1. 3. 2.],[1. 1. 1. 1.],0,"[6, 3, 5, 11, 0]"
2192,[0. 1. 3. 2.],[1. 1. 1. 1.],0,"[6, 3, 5, 11, 0]"
2192,[0. 1. 3. 2.],[1. 1. 1. 1.],0,"[6, 3, 5, 11, 0]"
2192,[0. 1. 3. 2.],[1. 1. 1. 1.],0,"[6, 3, 5, 11, 0]"
2192,[0. 1. 3. 2.],[1. 1. 1. 1.],0,"[6, 3, 5, 11, 0]"
2192,[0. 1. 3. 2.],[1. 1. 1. 1.],0,"[6, 3, 5, 11, 0]"
2192,[0. 1. 3. 2.],[1. 1. 1. 1.],0,"[6, 3, 5, 11, 0]"
2305,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[6, 3, 5, 11, 0]"
2305,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[6, 3, 5, 11, 0]"
2305,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[6, 3, 5, 11, 0]"
2305,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[6, 3, 5, 11, 0]"
2305,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[6, 3, 5, 11, 0]"
2305,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[6, 3, 5, 11, 0]"
2305,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[6, 3, 5, 11, 0]"
2305,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[6, 3, 5, 11, 0]"
2305,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[6, 3, 5, 11, 0]"
2305,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[6, 3, 5, 11, 0]"
2502,[0. 1. 3. 2.],[1. 1. 1. 1.],0,"[6, 3, 11, 5, 0]"
2502,[0. 1. 3. 2.],[1. 1. 1. 1.],0,"[6, 3, 11, 5, 0]"
2502,[0. 1. 3. 2.],[1. 1. 1. 1.],0,"[6, 3, 11, 5, 0]"
2502,[0. 1. 3. 2.],[1. 1. 1. 1.],0,"[6, 3, 11, 5, 0]"
2502,[0. 1. 3. 2.],[1. 1. 1. 1.],0,"[6, 3, 11, 5, 0]"
2502,[0. 1. 3. 2.],[1. 1. 1. 1.],0,"[6, 3, 11, 5, 0]"
2502,[0. 1. 3. 2.],[1. 1. 1. 1.],0,"[6, 3, 11, 5, 0]"
2502,[0. 1. 3. 2.],[1. 1. 1. 1.],0,"[6, 3, 11, 5, 0]"
2502,[0. 1. 3. 2.],[1. 1. 1. 1.],0,"[6, 3, 11, 5, 0]"
2502,[0. 1. 3. 2.],[1. 1. 1. 1.],0,"[6, 3, 11, 5, 0]"
4137,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[6, 3, 5, 3, 0]"
