game_nr,object,fixed indices,context condition,message
1486,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[1, 3, 11, 5, 0]"
1486,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[1, 3, 11, 5, 0]"
1486,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[1, 3, 11, 5, 0]"
1486,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[1, 3, 11, 5, 0]"
1486,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[1, 3, 11, 5, 0]"
1486,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[1, 3, 11, 5, 0]"
1486,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[1, 3, 11, 5, 0]"
1486,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[1, 3, 11, 5, 0]"
1486,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[1, 3, 11, 5, 0]"
1486,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[1, 3, 11, 5, 0]"
3282,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[1, 3, 11, 9, 0]"
3282,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[1, 3, 11, 9, 0]"
3282,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[1, 3, 11, 9, 0]"
3282,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[1, 3, 11, 9, 0]"
3282,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[1, 3, 11, 9, 0]"
3282,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[1, 3, 11, 9, 0]"
3282,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[1, 3, 11, 9, 0]"
3282,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[1, 3, 11, 9, 0]"
3282,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[1, 3, 11, 9, 0]"
3282,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[1, 3, 11, 9, 0]"
4026,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[1, 3, 11, 9, 0]"
4026,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[1, 3, 11, 9, 0]"
4026,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[1, 3, 11, 9, 0]"
4026,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[1, 3, 11, 9, 0]"
4026,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[1, 3, 11, 9, 0]"
4026,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[1, 3, 11, 9, 0]"
4026,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[1, 3, 11, 9, 0]"
4026,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[1, 3, 11, 9, 0]"
4026,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[1, 3, 11, 9, 0]"
4026,[0. 1. 3. 2.],[1. 1. 1. 1.],3,"[1, 3, 11, 9, 0]"
4114,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[1, 3, 11, 9, 0]"
4114,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[1, 3, 11, 9, 0]"
4114,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[1, 3, 11, 9, 0]"
4114,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[1, 3, 11, 9, 0]"
4114,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[1, 3, 11, 9, 0]"
4114,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[1, 3, 11, 9, 0]"
4114,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[1, 3, 11, 9, 0]"
4114,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[1, 3, 11, 9, 0]"
4114,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[1, 3, 11, 9, 0]"
4114,[0. 1. 3. 2.],[1. 1. 1. 1.],1,"[1, 3, 11, 9, 0]"
4670,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[1, 3, 11, 5, 0]"
4670,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[1, 3, 11, 5, 0]"
4670,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[1, 3, 11, 5, 0]"
4670,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[1, 3, 11, 5, 0]"
4670,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[1, 3, 11, 5, 0]"
4670,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[1, 3, 11, 5, 0]"
4670,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[1, 3, 11, 5, 0]"
4670,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[1, 3, 11, 5, 0]"
4670,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[1, 3, 11, 5, 0]"
4670,[0. 1. 3. 2.],[1. 1. 1. 1.],2,"[1, 3, 11, 5, 0]"
4933,[0. 1. 3. 2.],[1. 1. 1. 1.],0,"[1, 3, 11, 9, 0]"
4933,[0. 1. 3. 2.],[1. 1. 1. 1.],0,"[1, 3, 11, 9, 0]"
4933,[0. 1. 3. 2.],[1. 1. 1. 1.],0,"[1, 3, 11, 9, 0]"
4933,[0. 1. 3. 2.],[1. 1. 1. 1.],0,"[1, 3, 11, 9, 0]"
4933,[0. 1. 3. 2.],[1. 1. 1. 1.],0,"[1, 3, 11, 9, 0]"
