game_nr,object,fixed indices,context condition,message
750,[3. 0. 1. 2.],[1. 1. 1. 1.],2,"[1, 8, 7, 7, 0]"
750,[3. 0. 1. 2.],[1. 1. 1. 1.],2,"[1, 8, 7, 7, 0]"
750,[3. 0. 1. 2.],[1. 1. 1. 1.],2,"[1, 8, 7, 7, 0]"
750,[3. 0. 1. 2.],[1. 1. 1. 1.],2,"[1, 8, 7, 7, 0]"
750,[3. 0. 1. 2.],[1. 1. 1. 1.],2,"[1, 8, 7, 7, 0]"
750,[3. 0. 1. 2.],[1. 1. 1. 1.],2,"[1, 8, 7, 7, 0]"
750,[3. 0. 1. 2.],[1. 1. 1. 1.],2,"[1, 8, 7, 7, 0]"
750,[3. 0. 1. 2.],[1. 1. 1. 1.],2,"[1, 8, 7, 7, 0]"
750,[3. 0. 1. 2.],[1. 1. 1. 1.],2,"[1, 8, 7, 7, 0]"
750,[3. 0. 1. 2.],[1. 1. 1. 1.],2,"[1, 8, 7, 7, 0]"
1127,[3. 0. 1. 2.],[1. 1. 1. 1.],3,"[1, 8, 7, 7, 0]"
1127,[3. 0. 1. 2.],[1. 1. 1. 1.],3,"[1, 8, 7, 7, 0]"
1127,[3. 0. 1. 2.],[1. 1. 1. 1.],3,"[1, 8, 7, 7, 0]"
1127,[3. 0. 1. 2.],[1. 1. 1. 1.],3,"[1, 8, 7, 7, 0]"
1127,[3. 0. 1. 2.],[1. 1. 1. 1.],3,"[1, 8, 7, 7, 0]"
1127,[3. 0. 1. 2.],[1. 1. 1. 1.],3,"[1, 8, 7, 7, 0]"
1127,[3. 0. 1. 2.],[1. 1. 1. 1.],3,"[1, 8, 7, 7, 0]"
1127,[3. 0. 1. 2.],[1. 1. 1. 1.],3,"[1, 8, 7, 7, 0]"
1127,[3. 0. 1. 2.],[1. 1. 1. 1.],3,"[1, 8, 7, 7, 0]"
1127,[3. 0. 1. 2.],[1. 1. 1. 1.],3,"[1, 8, 7, 7, 0]"
1357,[3. 0. 1. 2.],[1. 1. 1. 1.],3,"[1, 8, 7, 7, 0]"
1357,[3. 0. 1. 2.],[1. 1. 1. 1.],3,"[1, 8, 7, 7, 0]"
1357,[3. 0. 1. 2.],[1. 1. 1. 1.],3,"[1, 8, 7, 7, 0]"
1357,[3. 0. 1. 2.],[1. 1. 1. 1.],3,"[1, 8, 7, 7, 0]"
1357,[3. 0. 1. 2.],[1. 1. 1. 1.],3,"[1, 8, 7, 7, 0]"
1357,[3. 0. 1. 2.],[1. 1. 1. 1.],3,"[1, 8, 7, 7, 0]"
1357,[3. 0. 1. 2.],[1. 1. 1. 1.],3,"[1, 8, 7, 7, 0]"
1357,[3. 0. 1. 2.],[1. 1. 1. 1.],3,"[1, 8, 7, 7, 0]"
1357,[3. 0. 1. 2.],[1. 1. 1. 1.],3,"[1, 8, 7, 7, 0]"
1357,[3. 0. 1. 2.],[1. 1. 1. 1.],3,"[1, 8, 7, 7, 0]"
1749,[3. 0. 1. 2.],[1. 1. 1. 1.],1,"[1, 8, 7, 7, 0]"
1749,[3. 0. 1. 2.],[1. 1. 1. 1.],1,"[1, 8, 7, 7, 0]"
1749,[3. 0. 1. 2.],[1. 1. 1. 1.],1,"[1, 8, 7, 7, 0]"
1749,[3. 0. 1. 2.],[1. 1. 1. 1.],1,"[1, 8, 7, 7, 0]"
1749,[3. 0. 1. 2.],[1. 1. 1. 1.],1,"[1, 8, 7, 7, 0]"
1749,[3. 0. 1. 2.],[1. 1. 1. 1.],1,"[1, 8, 7, 7, 0]"
1749,[3. 0. 1. 2.],[1. 1. 1. 1.],1,"[1, 8, 7, 7, 0]"
1749,[3. 0. 1. 2.],[1. 1. 1. 1.],1,"[1, 8, 7, 7, 0]"
1749,[3. 0. 1. 2.],[1. 1. 1. 1.],1,"[1, 8, 7, 7, 0]"
1749,[3. 0. 1. 2.],[1. 1. 1. 1.],1,"[1, 8, 7, 7, 0]"
2032,[3. 0. 1. 2.],[1. 1. 1. 1.],1,"[1, 8, 7, 7, 0]"
2032,[3. 0. 1. 2.],[1. 1. 1. 1.],1,"[1, 8, 7, 7, 0]"
2032,[3. 0. 1. 2.],[1. 1. 1. 1.],1,"[1, 8, 7, 7, 0]"
2032,[3. 0. 1. 2.],[1. 1. 1. 1.],1,"[1, 8, 7, 7, 0]"
2032,[3. 0. 1. 2.],[1. 1. 1. 1.],1,"[1, 8, 7, 7, 0]"
2032,[3. 0. 1. 2.],[1. 1. 1. 1.],1,"[1, 8, 7, 7, 0]"
2032,[3. 0. 1. 2.],[1. 1. 1. 1.],1,"[1, 8, 7, 7, 0]"
2032,[3. 0. 1. 2.],[1. 1. 1. 1.],1,"[1, 8, 7, 7, 0]"
2032,[3. 0. 1. 2.],[1. 1. 1. 1.],1,"[1, 8, 7, 7, 0]"
2032,[3. 0. 1. 2.],[1. 1. 1. 1.],1,"[1, 8, 7, 7, 0]"
2170,[3. 0. 1. 2.],[1. 1. 1. 1.],0,"[1, 8, 7, 7, 0]"
2170,[3. 0. 1. 2.],[1. 1. 1. 1.],0,"[1, 8, 7, 7, 0]"
2170,[3. 0. 1. 2.],[1. 1. 1. 1.],0,"[1, 8, 7, 7, 0]"
2170,[3. 0. 1. 2.],[1. 1. 1. 1.],0,"[1, 8, 7, 7, 0]"
2170,[3. 0. 1. 2.],[1. 1. 1. 1.],0,"[1, 8, 7, 7, 0]"
2170,[3. 0. 1. 2.],[1. 1. 1. 1.],0,"[1, 8, 7, 7, 0]"
2170,[3. 0. 1. 2.],[1. 1. 1. 1.],0,"[1, 8, 7, 7, 0]"
2170,[3. 0. 1. 2.],[1. 1. 1. 1.],0,"[1, 8, 7, 7, 0]"
2170,[3. 0. 1. 2.],[1. 1. 1. 1.],0,"[1, 8, 7, 7, 0]"
2170,[3. 0. 1. 2.],[1. 1. 1. 1.],0,"[1, 8, 7, 7, 0]"
2323,[3. 0. 1. 2.],[1. 1. 1. 1.],1,"[1, 8, 7, 7, 0]"
2323,[3. 0. 1. 2.],[1. 1. 1. 1.],1,"[1, 8, 7, 7, 0]"
2323,[3. 0. 1. 2.],[1. 1. 1. 1.],1,"[1, 8, 7, 7, 0]"
2323,[3. 0. 1. 2.],[1. 1. 1. 1.],1,"[1, 8, 7, 7, 0]"
2323,[3. 0. 1. 2.],[1. 1. 1. 1.],1,"[1, 8, 7, 7, 0]"
2323,[3. 0. 1. 2.],[1. 1. 1. 1.],1,"[1, 8, 7, 7, 0]"
