game_nr,object,fixed indices,context condition,message
74,[1. 3. 0. 2.],[1. 1. 1. 1.],3,"[5, 5, 13, 13, 0]"
74,[1. 3. 0. 2.],[1. 1. 1. 1.],3,"[5, 5, 13, 13, 0]"
74,[1. 3. 0. 2.],[1. 1. 1. 1.],3,"[5, 5, 13, 13, 0]"
74,[1. 3. 0. 2.],[1. 1. 1. 1.],3,"[5, 5, 13, 13, 0]"
74,[1. 3. 0. 2.],[1. 1. 1. 1.],3,"[5, 5, 13, 13, 0]"
74,[1. 3. 0. 2.],[1. 1. 1. 1.],3,"[5, 5, 13, 13, 0]"
74,[1. 3. 0. 2.],[1. 1. 1. 1.],3,"[5, 5, 13, 13, 0]"
74,[1. 3. 0. 2.],[1. 1. 1. 1.],3,"[5, 5, 13, 13, 0]"
74,[1. 3. 0. 2.],[1. 1. 1. 1.],3,"[5, 5, 13, 13, 0]"
74,[1. 3. 0. 2.],[1. 1. 1. 1.],3,"[5, 5, 13, 13, 0]"
277,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
277,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
277,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
277,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
277,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
277,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
277,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
277,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
277,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
277,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
319,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
319,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
319,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
319,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
319,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
319,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
319,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
319,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
319,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
319,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
431,[1. 3. 0. 2.],[1. 1. 1. 1.],3,"[5, 5, 13, 13, 0]"
431,[1. 3. 0. 2.],[1. 1. 1. 1.],3,"[5, 5, 13, 13, 0]"
431,[1. 3. 0. 2.],[1. 1. 1. 1.],3,"[5, 5, 13, 13, 0]"
431,[1. 3. 0. 2.],[1. 1. 1. 1.],3,"[5, 5, 13, 13, 0]"
431,[1. 3. 0. 2.],[1. 1. 1. 1.],3,"[5, 5, 13, 13, 0]"
431,[1. 3. 0. 2.],[1. 1. 1. 1.],3,"[5, 5, 13, 13, 0]"
431,[1. 3. 0. 2.],[1. 1. 1. 1.],3,"[5, 5, 13, 13, 0]"
431,[1. 3. 0. 2.],[1. 1. 1. 1.],3,"[5, 5, 13, 13, 0]"
431,[1. 3. 0. 2.],[1. 1. 1. 1.],3,"[5, 5, 13, 13, 0]"
431,[1. 3. 0. 2.],[1. 1. 1. 1.],3,"[5, 5, 13, 13, 0]"
1256,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
1256,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
1256,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
1256,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
1256,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
1256,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
1256,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
1256,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
1256,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
1256,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
1469,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
1469,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
1469,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
1469,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
1469,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
1469,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
1469,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
1469,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
1469,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
1469,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
2721,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
2721,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
2721,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
2721,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
2721,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
2721,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
2721,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
2721,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
2721,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
2721,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
3198,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
3198,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
3198,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
3198,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
3198,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
3198,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
3198,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
3198,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
3198,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
3198,[1. 3. 0. 2.],[1. 1. 1. 1.],1,"[5, 5, 13, 13, 0]"
3616,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
3616,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
3616,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
3616,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
3616,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
3616,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
3616,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
3616,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
3616,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
3616,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
3817,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
3817,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
3817,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
3817,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
3817,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
3817,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
3817,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
3817,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
3817,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
3817,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 13, 0]"
4020,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 14, 0]"
4020,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 14, 0]"
4020,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 14, 0]"
4020,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 14, 0]"
4020,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 14, 0]"
4020,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 14, 0]"
4020,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 14, 0]"
4020,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 14, 0]"
4020,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 14, 0]"
4020,[1. 3. 0. 2.],[1. 1. 1. 1.],0,"[5, 5, 13, 14, 0]"
4751,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
4751,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
4751,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
4751,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
4751,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
4751,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
4751,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
4751,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
4751,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
4751,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 13, 0]"
5521,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 14, 0]"
5521,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 14, 0]"
5521,[1. 3. 0. 2.],[1. 1. 1. 1.],2,"[5, 5, 13, 14, 0]"
