game_nr,object,fixed indices,context condition,message
386,[2. 0. 1.],[1. 1. 1.],1,"[10, 10, 5, 0]"
386,[2. 0. 1.],[1. 1. 1.],1,"[10, 10, 5, 0]"
1755,[2. 0. 1.],[1. 1. 1.],0,"[10, 10, 5, 0]"
1488,[2. 0. 1.],[1. 1. 1.],2,"[10, 10, 5, 0]"
1488,[2. 0. 1.],[1. 1. 1.],2,"[10, 10, 5, 0]"
1200,[2. 0. 1.],[1. 1. 1.],1,"[10, 10, 5, 0]"
173,[2. 0. 1.],[1. 1. 1.],2,"[10, 10, 5, 0]"
1696,[2. 0. 1.],[1. 1. 1.],2,"[10, 10, 5, 0]"
11,[2. 0. 1.],[1. 1. 1.],1,"[10, 10, 5, 0]"
867,[2. 0. 1.],[1. 1. 1.],0,"[10, 10, 5, 0]"
1755,[2. 0. 1.],[1. 1. 1.],0,"[10, 10, 5, 0]"
1666,[2. 0. 1.],[1. 1. 1.],2,"[10, 10, 5, 0]"
1666,[2. 0. 1.],[1. 1. 1.],2,"[10, 10, 5, 0]"
614,[2. 0. 1.],[1. 1. 1.],2,"[10, 10, 5, 0]"
386,[2. 0. 1.],[1. 1. 1.],1,"[10, 10, 5, 0]"
386,[2. 0. 1.],[1. 1. 1.],1,"[10, 10, 5, 0]"
614,[2. 0. 1.],[1. 1. 1.],2,"[10, 10, 5, 0]"
757,[2. 0. 1.],[1. 1. 1.],1,"[10, 10, 5, 0]"
11,[2. 0. 1.],[1. 1. 1.],1,"[10, 10, 5, 0]"
219,[2. 0. 1.],[1. 1. 1.],0,"[10, 10, 5, 0]"
